word1	word2	POS	SimLex999	sim2W1000S	SimLexRank	w2vRank	Spear_coef	T statistic	freedom_deg	p_value
sly	strange	A	1.97	0.46026522	180.5	287.5	0.557975637	21.2414968	997	5.85369E-83
strange	sly	A	2.07	0.46026522	187	287	0.558175367	21.25149742	997	8.48376E-83
dumb	rare	A	0.48	0.13950144	38.5	36	0.558356244	21.22617623	997	5.28003E-83
sly	tough	A	0.58	0.45113772	51.5	272	0.557898117	21.25853327	997	4.63167E-83
terrific	mad	A	0.4	0.38156638	20	182	0.558483451	21.26746934	997	8.6351E-84
modest	flexible	A	0.98	0.5743185	88.5	504	0.558644957	21.38191192	997	8.02472E-84
fresh	wide	A	0.4	0.37666994	19.5	168	0.560707717	21.38690156	997	1.16661E-83
huge	dumb	A	0.48	0.15043786	36	38	0.560797415	21.36143054	997	1.32346E-83
large	flexible	A	0.48	0.33626837	35.5	122	0.560339316	21.35284024	997	1.75024E-83
dirty	narrow	A	0.3	0.26549676	6	78	0.560184702	21.33380249	997	6.25955E-85
wife	husband	N	2.3	0.7960158	194.5	842	0.55984184	21.56026976	997	1.53741E-84
book	text	N	6.35	0.5649046	646.5	479	0.563901815	21.49925961	997	1.5592E-84
groom	bride	N	3.17	0.43928844	293.5	256	0.562812054	21.49830364	997	2.28875E-85
night	day	N	1.88	0.6414929	161.5	618	0.562794955	21.62850685	997	3.87832E-87
south	north	N	2.2	0.9583782	184	884	0.565117183	21.90429854	997	2.68231E-87
plane	airport	N	3.65	0.30670875	344	106	0.569991998	21.92917643	997	7.18952E-87
uncle	aunt	N	5.5	0.90609694	555	881	0.570428802	21.86263234	997	2.02614E-86
horse	mare	N	8.33	0.56876385	823	488	0.569259343	21.79262785	997	6.23198E-88
bottom	top	N	0.7	0.6609857	61	650	0.568025329	22.02755883	997	1.1672E-89
friend	buddy	N	8.78	0.29636604	846	102	0.572151459	22.29492261	997	3.36924E-89
student	pupil	N	9.35	0.5753966	873.5	496	0.576794925	22.22377365	997	1.99619E-89
world	globe	N	6.67	0.46304846	666.5	281	0.575564651	22.25891497	997	1.67854E-90
leg	arm	N	2.88	0.7622776	254.5	801	0.576172788	22.4248866	997	1.77929E-91
plane	jet	N	8.1	0.40697142	799	201	0.579032105	22.57498718	997	1.56761E-92
woman	man	N	3.33	0.8567246	303	868	0.581599735	22.73709947	997	3.06926E-94
horse	colt	N	7.07	0.060464766	697.5	20	0.584353447	22.99882004	997	4.51089E-93
actress	actor	N	7.12	0.79961246	703.5	833	0.588756903	22.82008449	997	1.40324E-92
teacher	instructor	N	9.25	0.57643384	863.5	497	0.585755307	22.74448257	997	8.40773E-91
movie	film	N	8.87	0.8515117	846	862	0.584478382	22.47115977	997	4.58756E-92
bird	hawk	N	7.85	0.36592042	779	150	0.579825503	22.66548648	997	5.00835E-92
word	dictionary	N	3.68	0.47423708	344	298	0.583139474	22.65963054	997	1.1635E-92
money	salary	N	7.88	0.4493851	780	258	0.583040032	22.75696889	997	6.91992E-95
dog	cat	N	1.75	0.86082065	152.5	861	0.584689578	23.09770179	997	3.25738E-93
area	region	N	9.47	0.75281674	862	779	0.590407084	22.84175879	997	2.84211E-92
navy	army	N	6.43	0.7370049	641.5	762	0.586120586	22.69742723	997	9.71915E-93
book	literature	N	7.53	0.4600064	744.5	272	0.583681413	22.76895763	997	9.65307E-93
clothes	closet	N	3.27	0.5172534	295	364	0.584892245	22.7694122	997	1.58182E-94
sunset	sunrise	N	2.47	0.8610009	212.5	857	0.584899927	23.0428368	997	1.42913E-94
child	adult	N	2.98	0.5067801	262	348	0.589492385	23.04957538	997	3.66284E-96
cow	cattle	N	9.52	0.378463	857	168	0.589604852	23.29240945	997	1.54118E-95
book	story	N	5.63	0.67029065	562	653	0.593634925	23.1972681	997	2.61843E-97
winter	summer	N	2.38	0.8009528	203.5	822	0.592061242	23.46680343	997	3.5065E-96
taxi	cab	N	9.2	0.6467594	850	613	0.596501893	23.29529591	997	1.4715E-96
tree	maple	N	5.53	0.4051362	547.5	195	0.593682563	23.3527343	997	8.98114E-97
bed	bedroom	N	3.4	0.6131896	304.5	552	0.594629213	23.3853758	997	2.0714E-95
roof	ceiling	N	7.58	0.74054784	739	756	0.595166082	23.17767601	997	4.13638E-94
disease	infection	N	7.15	0.8144103	696.5	827	0.591736336	22.97899773	997	5.16441E-94
arm	shoulder	N	4.85	0.76662034	460	788	0.58842521	22.96424836	997	1.96558E-92
sheep	lamb	N	8.42	0.73266435	803	748	0.588178212	22.72201727	997	1.87581E-92
lady	gentleman	N	3.42	0.54926896	308.5	427	0.584098101	22.72513387	997	5.07233E-93
boat	anchor	N	2.25	0.58506453	185.5	503	0.584150881	22.81227364	997	4.34367E-92
priest	monk	N	6.28	0.7307219	619.5	743	0.585623583	22.66913137	997	4.79926E-92
toe	finger	N	4.68	0.7259255	432.5	735	0.583201356	22.66247615	997	4.97051E-92
river	stream	N	7.3	0.50685215	707	346	0.583088357	22.66013666	997	1.30049E-90
anger	fury	N	8.73	0.6827342	813.5	673	0.583048627	22.44197001	997	1.89018E-90
date	calendar	N	4.42	0.5268463	413.5	378	0.579325208	22.41693552	997	8.4458E-89
sea	ocean	N	8.27	0.75845283	788	768	0.57889561	22.16203323	997	3.01102E-89
second	minute	N	4.62	0.27738744	425	85	0.574493889	22.23132164	997	3.39829E-89
hand	thumb	N	3.88	0.4723353	360	287	0.575695353	22.22319719	997	3.76548E-90
wood	log	N	7.3	0.37916905	703.5	167	0.575554667	22.37077022	997	9.50576E-89
mud	dirt	N	7.32	0.7783587	706.5	786	0.578102137	22.154086	997	1.21875E-91
hallway	corridor	N	9.28	0	833	8.5	0.574355845	22.6002627	997	3.47831E-91
way	manner	N	7.62	0.55825657	729.5	442	0.582030399	22.53018859	997	1.88233E-91
mouse	cat	N	1.12	0.47554058	97	291	0.580835219	22.57122624	997	5.16603E-93
cop	sheriff	N	9.05	0.37814736	823.5	165	0.581535612	22.81105467	997	9.27834E-94
death	burial	N	4.93	0.22847529	467	57	0.585603021	22.92530339	997	2.08383E-93
music	melody	N	6.98	0.54704887	667.5	413	0.587525234	22.87148755	997	6.7358E-93
beer	alcohol	N	7.5	0.5649439	718	453	0.586621027	22.79338391	997	7.12991E-93
mouth	lip	N	7.1	0.5096299	680.5	343	0.585304828	22.78959644	997	2.4074E-92
storm	hurricane	N	6.38	0.5706419	621	462	0.585240884	22.70849749	997	2.12934E-93
tax	income	N	2.38	0.67796904	201	649	0.58386906	22.87005006	997	6.32269E-93
flower	violet	N	6.95	0.55922294	663.5	440	0.586596845	22.79759944	997	3.84132E-93
paper	cardboard	N	5.38	0.42860568	517	225	0.585375987	22.83078209	997	4.8353E-94
floor	ceiling	N	1.73	0.6137922	148.5	534	0.58593564	22.96862409	997	1.24185E-93
beach	seashore	N	8.33	0.5584508	777.5	437	0.588251507	22.90591932	997	1.38756E-94
rod	curtain	N	3.03	0.73118645	265.5	722	0.587199798	23.05153502	997	4.25373E-95
hound	fox	N	2.38	0.5898222	199.5	489	0.589637552	23.12997572	997	6.25462E-96
street	alley	N	5.48	0.29628223	527	97	0.590944089	23.25699332	997	7.84123E-96
boat	deck	N	4.28	0.6657377	397	619	0.593049919	23.24202504	997	7.60293E-96
car	horn	N	2.57	0.3365879	214.5	114	0.592802389	23.24406857	997	7.08169E-96
friend	guest	N	4.25	0.4318429	392	232	0.592836193	23.24877103	997	3.96868E-96
employer	employee	N	3.65	0.66402984	326.5	615	0.592913968	23.28710251	997	4.87928E-96
hand	wrist	N	3.97	0.49483836	361.5	312	0.593547325	23.2734314	997	1.97833E-96
ball	cannon	N	2.58	0.5763621	216	466	0.593321561	23.33316123	997	9.14754E-97
alcohol	brandy	N	6.98	0.4639456	653	265	0.594306903	23.38416238	997	5.29145E-95
victory	triumph	N	8.98	0.7304553	799	711	0.595146139	23.11549905	997	6.05522E-95
telephone	booth	N	3.63	0.4910276	321	305	0.590703309	23.10655631	997	1.7123E-94
door	doorway	N	5.4	0.5757844	509	462	0.590554492	23.03757481	997	1.96994E-94
motel	inn	N	8.17	0.52891713	753	367	0.589404539	23.02826881	997	8.71019E-94
clothes	cloth	N	5.47	0.6938157	515.5	655	0.589249129	22.92950463	997	2.16033E-93
steak	meat	N	7.47	0.55289006	693.5	413	0.58759573	22.86908867	997	2.32679E-93
nail	thumb	N	3.55	0.45864832	310.5	259	0.586580671	22.86414934	997	2.82962E-93
band	orchestra	N	7.08	0.5174378	659.5	344	0.586497562	22.85112897	997	2.27369E-93
book	bible	N	5	0.43657106	462	235	0.586278392	22.86568561	997	6.66839E-93
business	industry	N	7.02	0.55840105	648	425	0.586523413	22.79405379	997	3.48254E-92
winter	season	N	6.27	0.6088286	593.5	511	0.585316137	22.68387246	997	3.91733E-92
decade	century	N	3.48	0.49821323	305	314	0.583451524	22.67602408	997	4.18429E-93
alcohol	gin	N	8.65	0.43044534	769	227	0.583318352	22.82508854	997	5.18827E-94
hat	coat	N	2.67	0.6873653	228	641	0.585839673	22.96394203	997	6.65027E-95
window	door	N	3.33	0.7675578	288.5	738	0.58817308	23.10033852	997	4.31366E-95
arm	wrist	N	3.57	0.64063567	311.5	560	0.590450986	23.12904791	997	1.59506E-94
house	apartment	N	5.8	0.5858567	545.5	470	0.590928662	23.04228354	997	9.01895E-94
glass	crystal	N	6.27	0.6147515	588	515	0.58948315	22.92718865	997	1.88813E-93
wine	brandy	N	5.15	0.54366726	478	392	0.58755687	22.87804905	997	2.3843E-94
creator	maker	N	9.62	0.4553984	793	251	0.586731391	23.01559234	997	1.10228E-94
dinner	breakfast	N	3.33	0.6511738	288	573	0.589037326	23.06681098	997	5.35457E-95
arm	muscle	N	3.72	0.2554784	323	68	0.589892358	23.11471259	997	4.68778E-98
bubble	suds	N	8.57	0	758	8	0.590690224	23.58031346	997	5.2388E-99
bread	flour	N	3.33	0.7714547	287.5	732	0.598355774	23.72469868	997	2.8375E-99
death	tragedy	N	5.8	0.43784985	541	233	0.600700108	23.76505319	997	7.442E-102
absence	presence	N	0.4	0.6738646	18	608	0.601352575	24.15527799	997	4.6214E-101
gun	cannon	N	5.68	0.7487835	528	705	0.607600171	24.03556068	997	8.3839E-101
grass	blade	N	4.57	0.6246965	401	528	0.605695317	23.99648023	997	5.2818E-102
ball	basket	N	1.67	0.6310158	142.5	541	0.605071233	24.17773908	997	5.8097E-102
hose	garden	N	1.67	0.3351103	142	110	0.607956392	24.17149917	997	6.3105E-101
boy	kid	N	7.5	0.62658334	676.5	532	0.607857467	24.01512397	997	5.4251E-101
church	choir	N	2.95	0.34171274	245.5	114	0.605369098	24.02504301	997	5.0211E-101
clothes	drawer	N	3.02	0.37690637	254	152	0.605527468	24.03011933	997	2.0742E-101
tower	bell	N	1.9	0.53416926	157.5	363	0.60560849	24.0881013	997	2.9699E-103
father	parent	N	7.07	0.25245196	635	66	0.606532592	24.36607999	997	1.6131E-103
school	grade	N	4.42	0.37644258	386	149	0.610928979	24.40597382	997	4.4131E-104
parent	adult	N	5.37	0.37656534	486.5	149	0.61155533	24.4906331	997	4.565E-104
bar	jail	N	1.9	0.37421682	157	148	0.612880719	24.48842364	997	4.7204E-104
car	highway	N	3.4	0.43896526	285	226	0.612846195	24.48623869	997	1.0975E-103
dictionary	definition	N	6.25	0.5464439	569.5	382	0.612812049	24.43113385	997	3.5458E-104
door	cellar	N	1.97	0.55466646	162	398	0.611949764	24.50491712	997	2.9844E-104
army	legion	N	5.95	0.4834903	542	276	0.613103835	24.51616818	997	1.4613E-103
metal	aluminum	N	7.25	0.5880863	642.5	454	0.613279473	24.4124323	997	4.0716E-103
chair	bench	N	6.67	0.55528176	599	400	0.611656623	24.3454541	997	3.7442E-102
cloud	fog	N	6	0.7367121	546.5	677	0.610604692	24.20027258	997	1.9822E-102
boy	son	N	6.75	0.47277275	605.5	264	0.608313393	24.24191001	997	1.0451E-102
water	ice	N	6.47	0.46886054	581.5	254	0.60897209	24.28379624	997	1.0525E-102
bed	blanket	N	3.02	0.48584163	250.5	277	0.609633455	24.28333995	997	2.797E-101
attorney	lawyer	N	9.35	0.6665444	764	574	0.609626257	24.06849682	997	4.6702E-101
area	zone	N	8.33	0.5481489	723	380	0.606220415	24.03487285	997	4.0546E-101
business	company	N	9.02	0.53357905	753	352	0.605684343	24.04414389	997	2.6226E-101
clothes	fabric	N	5.87	0.46402305	532.5	250	0.605832235	24.07271901	997	2.7891E-100
sweater	jacket	N	7.15	0.6405424	628	528	0.606287672	23.91756228	997	3.0852E-101
money	capital	N	6.67	0.38567242	594.5	162	0.603807567	24.06206437	997	5.0376E-101
hand	foot	N	4.17	0.58093303	361.5	433	0.606117925	24.02990468	997	3.4298E-103
alcohol	cocktail	N	6.73	0.09063006	596	21	0.605605064	24.35666811	997	4.2252E-103
yard	inch	N	3.78	0.5811004	323	432	0.61078104	24.34303236	997	7.9635E-102
molecule	atom	N	6.45	0.84925836	575	750	0.610566597	24.15084105	997	1.0824E-101
lens	camera	N	4.28	0.671388	370.5	575	0.60752976	24.13073407	997	2.0228E-102
meal	dinner	N	7.15	0.4286747	621.5	212	0.607210497	24.24058185	997	1.6802E-102
eye	tear	N	3.55	0.3841308	295	160	0.608951099	24.2527296	997	3.997E-103
god	devil	N	1.8	0.5714627	152	417	0.609143049	24.34666289	997	2.0072E-103
loop	belt	N	3.1	0.6160228	257	484	0.610623706	24.39168896	997	1.8271E-104
rat	mouse	N	7.78	0.42693463	673.5	206	0.611331183	24.54819174	997	2.0041E-104
motor	engine	N	8.65	0.5398694	720.5	357	0.613778889	24.54215631	997	7.7302E-104
car	cab	N	7.42	0.57344353	638.5	419	0.613684821	24.4540291	997	1.1144E-102
cat	lion	N	6.75	0.6707231	593	566	0.612308296	24.27960018	997	6.5276E-102
size	magnitude	N	6.33	0.60421747	564.5	464	0.609567258	24.16386742	997	5.238E-102
reality	fantasy	N	1.03	0.4096681	86	183	0.607736438	24.17828428	997	2.2887E-101
door	gate	N	5.25	0.75847065	465	675	0.607965034	24.08164828	997	8.9793E-101
cat	pet	N	5.95	0.57967985	531.5	423	0.606429866	23.99197795	997	1.6878E-99
tin	aluminum	N	6.42	0.75367856	565	667	0.604999263	23.79922919	997	2.4862E-99
bone	jaw	N	4.17	0.6443387	356	524	0.601904206	23.77374925	997	4.8657E-100
cereal	wheat	N	3.75	0.81696254	315.5	719	0.601493018	23.88100022	997	4.8539E-100
house	key	N	1.9	0.13701177	154.5	29	0.603220573	23.8811605	997	8.099E-100
blood	flesh	N	4.28	0.6297723	363	503	0.603223148	23.84751148	997	1.0578E-99
door	corridor	N	3.73	0.5370949	311	349	0.602682059	23.82995746	997	2.8494E-98
god	spirit	N	7.3	0.698928	620	602	0.602399453	23.613136	997	3.26594E-98
capability	competence	N	7.62	0.5211705	641	324	0.598890058	23.60414208	997	4.517E-99
abundance	plenty	N	8.97	0.47081977	723	249	0.598743735	23.73445721	997	2.7197E-100
sofa	chair	N	6.67	0.36010617	577	130	0.600857997	23.91921652	997	5.8238E-100
wall	brick	N	4.68	0.65723574	385	535	0.603834103	23.86918812	997	1.4754E-100
horn	drum	N	2.68	0.63660574	219	504	0.603030723	23.95938054	997	1.1297E-101
organ	liver	N	6.15	0.3491575	541	122	0.604477746	24.12792741	997	5.0417E-104
strength	might	N	7.07	0.16423959	597.5	34	0.607165909	24.48193803	997	3.3281E-103
phrase	word	N	5.48	0.784875	479.5	681	0.612744831	24.35863632	997	1.1659E-103
band	parade	N	3.92	0.27601707	327	73	0.610811983	24.42718727	997	7.997E-104
stomach	waist	N	5.9	0.4734937	517.5	251	0.611887923	24.45181234	997	2.2076E-103
cloud	storm	N	5.6	0.5533133	490.5	371	0.612273599	24.385468	997	8.0506E-103
joy	pride	N	5	0.6305519	427.5	494	0.611233523	24.30087021	997	1.4273E-104
noise	rattle	N	6.17	0.24099828	537	55	0.60990268	24.56430293	997	9.3661E-104
rain	mist	N	5.97	0.61496073	520.5	466	0.614029869	24.44149065	997	6.3144E-103
beer	beverage	N	5.42	0.71172833	470	607	0.612111995	24.31675867	997	3.2486E-103
man	uncle	N	3.92	0.34891683	326.5	118	0.610153023	24.36021648	997	2.6695E-103
apple	juice	N	2.88	0.5403734	233	346	0.610836822	24.37305103	997	9.7205E-104
intelligence	logic	N	6.5	0.45401525	552.5	226	0.61103851	24.4390643	997	1.4917E-105
communication	language	N	7.47	0.34422043	614	111	0.612073995	24.71153679	997	3.2505E-108
mink	fur	N	6.83	0	571.5	7.5	0.616314868	25.11007105	997	2.5928E-107
mob	crowd	N	7.85	0.6045664	645.5	447	0.622422599	24.97520783	997	6.9663E-105
shore	coast	N	8.83	0.84239304	698.5	705	0.620368333	24.61108731	997	1.0843E-103
wire	cord	N	7.62	0.6412517	622.5	494	0.614757621	24.4319252	997	1.3634E-104
bird	turkey	N	6.58	0.41248173	557.5	177	0.611962162	24.56729304	997	6.0055E-106
bed	crib	N	7.3	0.3932403	601.5	158	0.614076429	24.77079363	997	1.1295E-105
competence	ability	N	7.5	0.5459462	614	351	0.617230137	24.72965658	997	2.9965E-105
cloud	haze	N	7.32	0.5570338	603	369	0.616595008	24.66608658	997	3.0041E-105
supper	meal	N	7.53	0.5243037	615	317	0.615611156	24.66592118	997	2.8694E-105
bar	cage	N	2.8	0.51669896	228	299	0.615608592	24.6689119	997	4.7712E-107
water	salt	N	1.3	0.6714163	112.5	534	0.615654944	24.93556759	997	4.0317E-107
sense	intuition	N	7.68	0.5229312	623.5	312	0.619762084	24.94651579	997	8.687E-106
situation	condition	N	6.58	0.68178016	555	550	0.619929635	24.74675522	997	8.908E-106
crime	theft	N	7.53	0.5269668	611.5	317	0.616859146	24.74511943	997	1.4288E-104
style	fashion	N	8.5	0.6314141	672	478	0.616833886	24.56423216	997	2.4441E-102
boundary	border	N	9.08	0.74554735	695	623	0.614028767	24.22819998	997	4.6064E-102
arm	body	N	4.05	0.5616309	336	372	0.608755339	24.18670042	997	1.4787E-103
boat	car	N	2.37	0.7287222	186.5	606	0.608098412	24.4116582	997	1.9505E-105
sandwich	lunch	N	6.3	0.27831805	537.5	75	0.611644484	24.69406764	997	1.4698E-105
bride	princess	N	2.8	0.5550549	225.5	362	0.616044565	24.71250038	997	4.5447E-104
heroine	hero	N	8.78	0.65851617	678.5	507	0.616329771	24.48871424	997	5.7628E-104
car	gauge	N	1.13	0.21824041	96.5	49	0.612850736	24.47320957	997	1.6028E-103
insect	bee	N	6.07	0.55262196	518.5	352	0.612608366	24.40639312	997	3.1688E-102
