word1	word2	POS	SimLex999	sim2W100S	SimLexRank	w2vRank	Spear_coef	T statistic	freedom_deg	p_value
dumb	clever	A	1.17	0.48294616	126	332	0.498574457	18.16081	997	6.79222E-64
dumb	dense	A	7.27	0.26624855	785.5	79	0.499049844	18.1838654	997	4.95356E-64
easy	difficult	A	0.58	0.85749793	54	957	0.502469731	18.35037163	997	5.03823E-65
easy	tough	A	0.52	0.5561313	48	472	0.509747999	18.7085957	997	3.56313E-67
easy	flexible	A	4.1	0.52559155	438	410	0.511595822	18.80039795	997	9.94358E-68
easy	big	A	1.12	0.36535072	117.5	154	0.511138534	18.77764653	997	1.36468E-67
elastic	flexible	A	7.78	0.67239827	839	711	0.511070569	18.77426691	997	1.43037E-67
essential	necessary	A	8.97	0.7118141	929.5	783	0.507533367	18.59903053	997	1.6281E-66
exotic	rare	A	8.05	0.49783948	859.5	350	0.502788802	18.36596492	997	4.06527E-65
fast	rapid	A	8.75	0.5032435	912.5	357	0.502885777	18.37070614	997	3.80845E-65
formal	proper	A	8.02	0.62916833	854.5	637	0.503080894	18.38024847	997	3.3396E-65
fragile	frigid	A	2.38	0.6227571	240	627	0.49992578	18.22640405	997	2.76532E-64
fresh	wide	A	0.4	0.42341357	20	237	0.501107427	18.2839074	997	1.25616E-64
friendly	generous	A	5.9	0.63557684	643	641	0.501507742	18.30341908	997	9.60815E-65
great	awful	A	1.17	0.13059497	121.5	30	0.499358025	18.19882335	997	4.03578E-64
guilty	ashamed	A	6.38	0.50429016	691.5	358	0.499149211	18.18868731	997	4.63697E-64
happy	glad	A	9.17	0.6105612	934	595	0.498751682	18.16940255	997	6.03848E-64
happy	angry	A	1.28	0.54056185	136	431	0.495711011	18.02239719	997	4.50016E-63
happy	cheerful	A	9.55	0.40784225	947.5	212	0.496662723	18.06831385	997	2.40518E-63
happy	mad	A	0.95	0.48881105	92	332	0.499443622	18.20297952	997	3.81236E-64
happy	young	A	2	0.43053448	201.5	249	0.500105228	18.2351279	997	2.45351E-64
hard	easy	A	0.95	0.7435184	91.5	824	0.500154706	18.23753381	997	2.37387E-64
hard	tough	A	8.05	0.6837033	849	725	0.505253774	18.48677	997	7.68836E-66
hard	simple	A	1.38	0.560707	141	472	0.501196482	18.28824662	997	1.18348E-64
hard	difficult	A	8.77	0.7263246	901	796	0.502386379	18.3462998	997	5.3285E-65
hard	dense	A	5.9	0.41931963	636.5	230	0.49727862	18.09807473	997	1.60182E-63
harsh	cruel	A	8.18	0.57213104	861	502	0.497972216	18.13163365	997	1.01246E-63
honest	guilty	A	1.18	0.38350913	122.5	178	0.496017879	18.03719302	997	3.67784E-63
huge	dumb	A	0.48	0.15638262	37	42	0.49601	18.03681305	997	3.69696E-63
illegal	immoral	A	4.28	0.56650543	447.5	487	0.495585682	18.01635696	997	4.88645E-63
impatient	anxious	A	6.03	0.50337386	649	350	0.494839805	17.98044013	997	7.97151E-63
inexpensive	cheap	A	8.72	0.73243743	888.5	798	0.494414596	17.95998825	997	1.05311E-62
insane	crazy	A	9.57	0.58164364	935	511	0.489158103	17.70855695	997	3.18773E-61
laden	heavy	A	5.9	0.32739818	633	122	0.486952976	17.60383946	997	1.30958E-60
large	flexible	A	0.48	0.3486645	36.5	136	0.488862566	17.69449662	997	3.85465E-61
large	huge	A	9.47	0.784882	929.5	866	0.488754381	17.68935167	997	4.13205E-61
large	big	A	9.55	0.5438754	931	430	0.482302362	17.38443083	997	2.49295E-59
long	narrow	A	3.57	0.49397725	362.5	333	0.48124367	17.33475275	997	4.84464E-59
mad	glad	A	1.45	0.47895962	145	314	0.480996862	17.32318571	997	5.65436E-59
modern	ancient	A	0.73	0.5648579	71	474	0.48137466	17.34089393	997	4.46288E-59
modest	flexible	A	0.98	0.5898968	95.5	530	0.483224658	17.42778954	997	1.39481E-59
modest	ashamed	A	2.65	0.1459763	260.5	35	0.485314948	17.52633843	997	3.71598E-60
narrow	broad	A	1.18	0.7366929	118	795	0.485688157	17.54397501	997	2.93151E-60
necessary	important	A	7.37	0.5134545	770	363	0.490221896	17.75923381	997	1.60634E-61
new	fresh	A	6.83	0.26546702	712	75	0.489784769	17.73839741	997	2.12947E-61
new	ancient	A	0.23	0.22228494	1.5	59	0.493081963	17.89600115	997	2.51412E-62
nice	generous	A	5	0.5407508	517.5	418	0.492644841	17.87504877	997	3.34182E-62
nice	cruel	A	0.67	0.5190397	57	372	0.491772288	17.83327854	997	5.89067E-62
noticeable	obvious	A	8.48	0.74927443	862.5	807	0.492975915	17.89091636	997	2.69394E-62
old	fresh	A	0.87	0.15284288	77	37	0.487458741	17.62781818	997	9.4794E-61
old	new	A	1.58	0.40073797	145	195	0.487107389	17.61115784	997	1.18661E-60
polite	proper	A	7.63	0.36908567	793	150	0.487131265	17.61228962	997	1.16865E-60
quick	rapid	A	9.7	0.6323117	918	605	0.489992581	17.74830093	997	1.86246E-61
recent	new	A	7.05	0.21900524	724.5	56	0.486274455	17.57170677	997	2.01861E-60
restless	young	A	1.6	0.35957202	149.5	135	0.490124643	17.75459657	997	1.71038E-61
rough	frigid	A	2.47	0.47771895	230	302	0.49005015	17.75104513	997	1.79458E-61
sad	terrible	A	5.4	0.6085557	559.5	558	0.490113132	17.75404776	997	1.72313E-61
sad	funny	A	0.95	0.7740443	85	831	0.488374988	17.67131738	997	5.27136E-61
scarce	rare	A	9.17	0.65626335	897.5	641	0.4942077	17.95004307	997	1.20575E-62
sharp	dull	A	0.6	0.5578678	52.5	445	0.490009886	17.74912581	997	1.84179E-61
short	long	A	1.23	0.6728457	118	667	0.491915818	17.84014463	997	5.36683E-62
sick	crazy	A	3.57	0.61825675	348	583	0.495226839	17.9990707	997	6.18467E-63
simple	easy	A	9.4	0.55438435	904	434	0.49512786	17.99430481	997	6.59961E-63
sly	clever	A	7.25	0.4376269	741	243	0.49387119	17.93387612	997	1.50237E-62
sly	strange	A	1.97	0.3624303	179.5	139.5	0.49498937	17.98763804	997	7.22707E-63
sly	tough	A	0.58	0.33100027	48.5	120	0.494954041	17.9859376	997	7.39643E-63
smart	dumb	A	0.55	0.5626437	44.5	452	0.494793862	17.97822953	997	8.21515E-63
smart	intelligent	A	9.2	0.47352058	892	287	0.496890476	18.07931493	997	2.06971E-63
strange	odd	A	9.02	0.42505148	881.5	224	0.498205608	18.14293646	997	8.67428E-64
strange	sly	A	2.07	0.3624303	184	138	0.500695152	18.26382907	997	1.65487E-64
strong	proud	A	3.17	0.37524596	300	151	0.500666415	18.26243016	997	1.68695E-64
stupid	dumb	A	9.58	0.6739157	898	657	0.500843109	18.27103286	997	1.49906E-64
terrific	mad	A	0.4	0.42475355	18.5	219	0.496296545	18.05063688	997	3.0615E-63
tiny	huge	A	0.6	0.62649816	49	586	0.496711934	18.07069048	997	2.32839E-63
unhappy	mad	A	5.95	0.3720287	612.5	148	0.500239072	18.24163674	997	2.24396E-64
unnecessary	necessary	A	0.63	0.77369785	50	812	0.501946595	18.32482727	997	7.15898E-65
violent	angry	A	6.98	0.43348417	701	234	0.508659051	18.65465943	997	7.53165E-67
weird	normal	A	0.72	0.18718372	62	47	0.509785833	18.71047184	997	3.47149E-67
weird	odd	A	9.2	0.33221802	882.5	121	0.509420885	18.69238079	997	4.46274E-67
weird	strange	A	8.93	0.64488107	869	608	0.514272688	18.9340157	997	1.54348E-68
wide	narrow	A	1.03	0.63765025	88.5	595	0.510466591	18.74425451	997	2.17111E-67
wonderful	terrific	A	8.63	0.46597877	845	273	0.513651931	18.90296354	997	2.38099E-68
wonderful	great	A	8.05	0.30527574	805.5	100	0.515134256	18.97718103	997	8.4444E-69
absence	presence	N	0.4	0.69069356	18	683	0.519685231	19.20649695	997	3.39194E-70
abundance	plenty	N	8.97	0.46575943	865	271	0.525293166	19.49215812	997	6.0351E-72
accident	emergency	N	4.93	0.44328964	489	237	0.527080933	19.58395695	997	1.64418E-72
accident	catastrophe	N	5.9	0.5365276	601.5	385	0.527323364	19.59643304	997	1.37755E-72
action	course	N	5.45	0.4586546	549	257	0.526464097	19.55224294	997	2.5774E-72
activity	movement	N	7.15	0.5293286	715.5	370	0.52672046	19.56541841	997	2.13841E-72
actor	singer	N	4.52	0.7439462	438.5	761	0.526156809	19.53646	997	3.22323E-72
actress	actor	N	7.12	0.7927542	710.5	822	0.525374697	19.4963368	997	5.68857E-72
administration	management	N	7.25	0.5421801	721.5	395	0.52070725	19.25830077	997	1.63681E-70
adult	guardian	N	6.9	0.29832727	689	98	0.519754249	19.20999177	997	3.22933E-70
adult	baby	N	2.22	0.4446535	186.5	237	0.523223264	19.38631723	997	2.69366E-71
adversary	opponent	N	9.05	0.4979327	860.5	310	0.523286102	19.38952333	997	2.57446E-71
aggression	hostility	N	8.48	0.64017874	827	587	0.524349279	19.4438351	997	1.19533E-71
agony	grief	N	7.63	0.590714	761.5	494	0.520738454	19.25988425	997	1.60073E-70
air	helium	N	3.63	0.4117018	341	195	0.518460428	19.14456325	997	8.096E-70
aisle	hallway	N	6.75	0	676.5	8.5	0.518593974	19.15130831	997	7.36461E-70
aisle	hall	N	6.35	0.37831333	640.5	149	0.523736881	19.41253588	997	1.86019E-71
alcohol	whiskey	N	7.27	0.4769601	718	277	0.526015277	19.52919422	997	3.5726E-72
alcohol	cocktail	N	6.73	0.09388356	671	18	0.526857242	19.57245115	997	1.93551E-72
alcohol	gin	N	8.65	0.35977495	828	129	0.531870498	19.83167737	997	4.85548E-74
alcohol	brandy	N	6.98	0.48175377	687.5	283	0.53677569	20.0881298	997	1.24146E-75
alcohol	wine	N	7.42	0.5663654	729.5	433	0.537444923	20.12333856	997	7.49291E-76
alley	bowl	N	1.53	0.5905082	131	485	0.536085205	20.05185873	997	2.08767E-75
anarchy	chaos	N	7.93	0.657372	779	601	0.537776805	20.14081894	997	5.83072E-76
anatomy	biology	N	5.33	0.7796187	528.5	790	0.534108366	19.94832728	997	9.18407E-75
anger	fury	N	8.73	0.71159357	827.5	693	0.531671435	19.82132928	997	5.6273E-74
anger	mood	N	4.1	0.43966565	395.5	229	0.526414316	19.54968536	997	2.67252E-72
animal	person	N	3.05	0.5201594	277.5	340	0.526502568	19.55421964	997	2.50621E-72
ankle	window	N	0.3	0.44565943	5.5	231	0.526378744	19.54785798	997	2.74262E-72
apartment	furniture	N	1.28	0.4187179	112.5	203	0.527066362	19.58320733	997	1.66175E-72
apartment	hotel	N	3.33	0.70048404	303	674	0.527191395	19.58964074	997	1.51686E-72
apple	sunshine	N	0.58	0.30674502	44	98	0.527894746	19.62586392	997	9.07309E-73
apple	candy	N	2.08	0.50657785	175.5	312	0.527675033	19.61454251	997	1.06545E-72
apple	juice	N	2.88	0.54594195	251.5	384	0.527970458	19.62976648	997	8.58418E-73
apple	lemon	N	4.05	0.5170164	385	330	0.528043383	19.633526	997	8.13808E-73
apple	sauce	N	1.43	0.5610617	121.5	412	0.527615749	19.61148864	997	1.11263E-72
appointment	engagement	N	6.75	0.5663056	662	423	0.528878574	19.67662583	997	4.41247E-73
archbishop	bishop	N	7.05	0.7522594	680	741	0.527447037	19.60280009	997	1.25859E-72
area	zone	N	8.33	0.5610762	797	412	0.522869775	19.36828953	997	3.47409E-71
area	region	N	9.47	0.8004881	846	799	0.52173322	19.31041914	997	7.85663E-71
area	corner	N	2.07	0.4767854	172.5	270	0.514507651	18.94577983	997	1.30961E-68
argument	criticism	N	5.08	0.5627648	490	414	0.514683582	18.95459213	997	1.15791E-68
argument	agreement	N	1.45	0.43827796	123.5	224	0.51349416	18.89507778	997	2.65793E-68
arithmetic	rhythm	N	2.35	0.3416504	191.5	119	0.513681439	18.90443871	997	2.33248E-68
arm	knee	N	2.75	0.65140617	237	579	0.513699783	18.90535581	997	2.30282E-68
arm	neck	N	1.58	0.7182957	127.5	688	0.514769739	18.95890886	997	1.09013E-68
arm	wrist	N	3.57	0.6148911	321.5	525	0.518907038	19.16712792	997	5.89767E-70
arm	muscle	N	3.72	0.2845597	337	82	0.518684352	19.15587417	997	6.90734E-70
arm	shoulder	N	4.85	0.77866393	453	766	0.519518354	19.19804911	997	3.81959E-70
arm	bone	N	3.83	0.40039974	355	174	0.518001795	19.12141338	997	1.12034E-69
arm	vein	N	3.65	0.23406401	330	54	0.518299033	19.13641415	997	9.07699E-70
arm	body	N	4.05	0.57543075	374.5	433	0.519305046	19.18725509	997	4.4452E-70
army	legion	N	5.95	0.46522987	578	251	0.518567774	19.14998488	997	7.50272E-70
army	squad	N	5.08	0.5009413	479.5	294	0.519026915	19.17318826	997	5.41645E-70
article	journal	N	6.18	0.55534935	599.5	391	0.518717251	19.15753641	997	6.748E-70
assignment	task	N	8.7	0.56667423	796	413	0.517480222	19.09511403	997	1.62006E-69
atom	carbon	N	3.1	0.6822431	270	617	0.516139233	19.02763024	997	4.16952E-69
attention	awareness	N	8.73	0.5780874	797	430	0.516983117	19.07007541	997	2.30111E-69
attention	interest	N	7.22	0.57987714	681.5	431	0.51529202	18.98509364	997	7.56004E-69
attitude	confidence	N	4.35	0.43750343	399	219	0.51345776	18.89325881	997	2.72624E-68
attorney	lawyer	N	9.35	0.7093015	824.5	656	0.513590512	18.89989337	997	2.48521E-68
august	month	N	5.53	0.42995122	529.5	211	0.507827872	18.61357191	997	1.33111E-66
aunt	nephew	N	3.1	0.8353286	269.5	802	0.508584915	18.65099181	997	7.92461E-67
author	reader	N	1.6	0.39983973	131	172	0.510954872	18.76851486	997	1.54951E-67
author	creator	N	8.02	0.6605279	748	575	0.510973739	18.76945278	997	1.52943E-67
aviation	flight	N	8.18	0.37504417	763.5	138	0.506720072	18.55891908	997	2.83652E-66
baby	daughter	N	5	0.5822377	467	433	0.511186531	18.78003349	997	1.32011E-67
bacon	bean	N	1.22	0.7754277	105.5	746	0.509764879	18.70943276	997	3.52195E-67
ball	basket	N	1.67	0.64159137	135.5	547	0.515620715	19.00158765	997	6.00266E-69
ball	glove	N	1.75	0.41575843	142.5	189	0.518148165	19.1287991	997	1.01007E-69
ball	costume	N	2.32	0.26290122	183	64	0.518200193	19.13142492	997	9.73527E-70
ball	cannon	N	2.58	0.6244691	212	523	0.518293134	19.13611634	997	9.11501E-70
ballad	song	N	7.53	0.61127317	702.5	495	0.519414961	19.19281649	997	4.11105E-70
band	orchestra	N	7.08	0.5411297	659.5	362	0.516429865	19.04223976	997	3.3983E-69
band	parade	N	3.92	0.30589727	352	94	0.515477638	18.9944066	997	6.63689E-69
bar	cage	N	2.8	0.5033118	234	290	0.516424809	19.0419855	997	3.41042E-69
bar	jail	N	1.9	0.3970081	153.5	164	0.516392083	19.04034001	997	3.48991E-69
basketball	baseball	N	4.92	0.8096249	446.5	767	0.516385908	19.04002954	997	3.50511E-69
bath	balloon	N	0.4	0.64227015	16.5	540	0.514590593	18.94993395	997	1.23578E-68
bath	trick	N	0.58	0.5510247	42.5	375	0.519341874	19.18911834	997	4.33034E-70
bath	wife	N	0.48	0.36931235	31	132	0.521395997	19.29327584	997	1.0003E-70
bathroom	kitchen	N	3.1	0.63985914	258	535	0.521387604	19.29284935	997	1.00633E-70
bathroom	bedroom	N	3.4	0.6902261	286.5	613	0.521961302	19.32202111	997	6.67151E-71
battle	conquest	N	7.22	0.45194596	661	221	0.522569961	19.35301003	997	4.30981E-71
beach	sea	N	4.68	0.53258497	407.5	338	0.524136408	19.4329507	997	1.39411E-71
beach	seashore	N	8.33	0.55635285	754.5	378	0.523420867	19.39640083	997	2.33624E-71
beach	island	N	5.6	0.5988283	519.5	459	0.522406537	19.34468554	997	4.84672E-71
beach	reef	N	3.77	0.6503512	330	543	0.520404508	19.24294367	997	2.03165E-70
bean	coffee	N	5.15	0.63835436	469	530	0.519965918	19.22071307	997	2.77745E-70
beast	animal	N	7.83	0.39063513	713.5	154	0.51788734	19.11563969	997	1.21486E-69
beauty	age	N	1.58	0.10375751	123	19	0.521578122	19.30253295	997	8.77999E-71
bed	chair	N	3.5	0.3866615	297	151	0.521440531	19.29553911	997	9.6891E-71
bed	hospital	N	0.92	0.51510614	69	303	0.521698728	19.30866513	997	8.05323E-71
bed	crib	N	7.3	0.39345285	661	156	0.522804566	19.36496543	997	3.64091E-71
bed	bedroom	N	3.4	0.6258659	284	509	0.525859562	19.52120285	997	4.00066E-72
bed	couch	N	3.42	0.5361131	287.5	340	0.525912824	19.52393596	997	3.84878E-72
bed	blanket	N	3.02	0.4524869	248	217	0.525621056	19.50896791	997	4.7573E-72
bed	furniture	N	6.08	0.4122074	560	176	0.525569338	19.50631574	997	4.93929E-72
bee	queen	N	3.27	0.27280015	270	70	0.527193699	19.58975932	997	1.51431E-72
bee	ant	N	2.78	0.68236643	225.5	580	0.527803189	19.6211455	997	9.70148E-73
beer	alcohol	N	7.5	0.57535475	673	404	0.529237958	19.69519615	997	3.38892E-73
beer	beverage	N	5.42	0.7236084	487	647	0.527505577	19.6058145	997	1.2059E-72
beer	champagne	N	4.45	0.23592307	384.5	53	0.524745794	19.46412292	997	8.97263E-72
belief	impression	N	5.95	0.5327276	542.5	329	0.526531739	19.5557186	997	2.45354E-72
belief	flower	N	0.4	0.22060595	16	52	0.525745437	19.51534767	997	4.34646E-72
belief	opinion	N	7.7	0.6944012	689	597	0.5252964	19.49232385	997	6.02096E-72
belief	concept	N	5.08	0.5630377	448	380	0.520449131	19.24520663	997	1.96798E-70
bell	door	N	2.2	0.5439713	164	346	0.519216145	19.18275793	997	4.73514E-70
belly	abdomen	N	8.13	0.76147026	718	690	0.519812312	19.21293223	997	3.09855E-70
bias	opinion	N	5.6	0.4289822	504	194	0.513276549	18.88420538	997	3.09322E-68
bible	hymn	N	5.15	0.61269176	456.5	471	0.514189977	18.92987593	997	1.63534E-68
bicycle	bedroom	N	0.4	0.4031431	15.5	163	0.512246205	18.83279367	997	6.3334E-68
biography	fiction	N	1.38	0.5361064	110.5	331	0.512541998	18.84754172	997	5.15702E-68
bird	hawk	N	7.85	0.3704965	694	128	0.51355233	18.89798494	997	2.55228E-68
bird	hen	N	7.03	0.25862217	619	60	0.517954028	19.11900362	997	1.15886E-69
bird	turkey	N	6.58	0.4846161	589.5	251	0.522984333	19.37413039	997	3.19923E-71
birthday	year	N	1.67	0.4764291	127	240	0.5235909	19.40508097	997	2.06673E-71
birthday	date	N	5.08	0.38464877	443.5	144	0.523899787	19.42085783	997	1.65388E-71
blood	flesh	N	4.28	0.66241723	366	530	0.525155639	19.48511113	997	6.66789E-72
blood	marrow	N	3.4	0.51940894	275.5	298	0.524001668	19.42606384	997	1.5366E-71
boat	car	N	2.37	0.7827064	176.5	701	0.523736896	19.41253662	997	1.86017E-71
boat	anchor	N	2.25	0.600452	163.5	438	0.527770922	19.61948281	997	9.93312E-73
boat	deck	N	4.28	0.6646139	362.5	534	0.52905335	19.68565513	997	3.88112E-73
body	chest	N	4.45	0.6118962	374	461	0.527963609	19.6294134	997	8.62731E-73
body	spine	N	4.78	0.54890865	401	343	0.52675649	19.56727072	997	2.08299E-72
body	shoulder	N	2.88	0.49499875	224	261	0.525844069	19.52040789	997	4.04595E-72
body	nerve	N	3.13	0.3784305	250	134	0.525789874	19.51762732	997	4.20841E-72
body	stomach	N	3.93	0.49286774	327.5	257	0.525985106	19.52764557	997	3.65182E-72
bone	jaw	N	4.17	0.6779803	347.5	546	0.525708328	19.51344407	997	4.46519E-72
bone	elbow	N	3.78	0.52528703	313	305	0.524822181	19.46803328	997	8.4899E-72
bone	neck	N	2.53	0.6682344	192	531	0.524378439	19.44532651	997	1.1704E-71
bone	teeth	N	4.17	0.61486435	345	464	0.526063965	19.53169344	997	3.44835E-72
bone	knee	N	4.17	0.55416536	344.5	346	0.525131687	19.48388404	997	6.78466E-72
bone	ankle	N	3.82	0.5219291	315.5	298	0.524408862	19.44688261	997	1.14494E-71
book	story	N	5.63	0.7087915	486	588	0.523967759	19.42433099	997	1.57468E-71
book	information	N	5	0.25491062	420.5	57	0.520944014	19.270318	997	1.38208E-70
book	article	N	5.43	0.7205737	462	609	0.523269819	19.38869253	997	2.60484E-71
book	bible	N	5	0.39657435	420	150	0.520502019	19.24788901	997	1.89509E-70
book	theme	N	2.58	0.5037822	197.5	266	0.521478908	19.29748964	997	9.4265E-71
book	literature	N	7.53	0.49204066	641	253	0.521538018	19.30049423	997	9.03583E-71
book	essay	N	4.72	0.78920066	381	690	0.522373958	19.34302643	997	4.96146E-71
book	topic	N	2.07	0.49543387	156	256	0.521210876	19.2838702	997	1.14199E-70
book	text	N	6.35	0.5984551	545	421	0.521461131	19.29658608	997	9.54726E-71
bottle	container	N	7.93	0.66717285	669.5	521	0.519134409	19.17862392	997	5.01828E-70
bottom	side	N	2.63	0.5546366	205	340	0.514671368	18.95398021	997	1.16785E-68
bottom	top	N	0.7	0.6629469	53	512	0.514880325	18.96445073	997	1.0089E-68
boundary	border	N	9.08	0.7600334	730	650	0.519344106	19.1892313	997	4.32347E-70
bowl	tail	N	0.48	0.6830318	28.5	544	0.512063647	18.823696	997	7.18901E-68
box	elevator	N	1.32	0.39234313	105	145	0.517823739	19.11243199	997	1.27076E-69
box	booth	N	3.8	0.5444523	307	326	0.517835682	19.11303429	997	1.26007E-69
box	hat	N	1.3	0.5153193	103.5	281	0.517278029	19.0849266	997	1.86875E-69
box	cigar	N	1.25	0.27621925	100	68	0.518085675	19.12564561	997	1.05576E-69
boy	kid	N	7.5	0.5553467	627.5	337	0.51789002	19.11577491	997	1.21256E-69
boy	son	N	6.75	0.46090278	569.5	216	0.516739234	19.05780096	997	2.73286E-69
boy	partner	N	1.9	0.36008397	139	116	0.517770925	19.10976858	997	1.31913E-69
boy	soldier	N	2.15	0.641941	152	481	0.517724094	19.10740718	997	1.36355E-69
boy	brother	N	6.67	0.47032666	560.5	222	0.519774902	19.21103766	997	3.18219E-70
bread	flour	N	3.33	0.75910914	254.5	638	0.520627824	19.25427079	997	1.73232E-70
bread	cheese	N	1.95	0.76301134	141.5	645	0.52211196	19.32968787	997	5.98809E-71
breakfast	supper	N	4.4	0.6137721	346	442	0.526881138	19.57368002	997	1.90209E-72
breakfast	bacon	N	4.37	0.57669085	344	369	0.525773343	19.51677926	997	4.25925E-72
bride	princess	N	2.8	0.60624295	207.5	425	0.524822256	19.46803713	997	8.48944E-72
brother	soul	N	0.97	0.41658756	69	168	0.525494555	19.50248121	997	5.21479E-72
brother	son	N	3.48	0.859557	264	714	0.525731362	19.51462562	997	4.39112E-72
brow	eye	N	3.82	0.38528565	299	140	0.528025411	19.63259943	997	8.24583E-73
bubble	suds	N	8.57	0	686	8	0.528385366	19.65116439	997	6.33518E-73
buddy	companion	N	8.65	0.4738974	687.5	223	0.537338758	20.11774963	997	8.11839E-76
business	company	N	9.02	0.60053176	706	411	0.539499929	20.23178883	997	1.57839E-76
business	industry	N	7.02	0.5593273	571	337	0.536844046	20.09172357	997	1.17912E-75
butter	potato	N	1.22	0.82638574	96	688	0.535521683	20.0222989	997	3.18786E-75
cab	bus	N	5.6	0.5398025	458.5	310	0.543060647	20.42091198	997	1.03519E-77
cabin	hut	N	6.53	0.588067	541	386	0.542063549	20.36779621	997	2.22729E-77
calf	bull	N	4.93	0.7001632	392.5	549	0.539897408	20.25282395	997	1.16637E-76
camera	president	N	0.48	0.03766987	28	13	0.537943181	20.14958699	997	5.14126E-76
camp	cabin	N	4.2	0.47773096	327	228	0.537340908	20.11786279	997	8.10522E-76
cancer	sickness	N	7.93	0.668823	642	498	0.537113444	20.10589259	997	9.62333E-76
canyon	valley	N	6.75	0.61696035	552	440	0.532536723	19.86634374	997	2.96142E-74
capability	competence	N	7.62	0.46533147	614.5	216	0.52937055	19.70205125	997	3.07424E-73
captain	sailor	N	5	0.5575642	395.5	329	0.530962671	19.78452207	997	9.50749E-74
car	highway	N	3.4	0.4610922	254	211	0.529790893	19.72379652	997	2.25653E-73
car	cab	N	7.42	0.5387484	596	304	0.529654479	19.71673733	997	2.49485E-73
car	factory	N	2.75	0.65706635	201.5	479	0.528946747	19.68014737	997	4.1971E-73
car	elevator	N	1.03	0.48801288	75	234	0.530159146	19.74286369	997	1.72041E-73
car	bicycle	N	3.47	0.638157	257	459	0.530933547	19.78301085	997	9.71435E-74
car	horn	N	2.57	0.34930387	182.5	109	0.530973075	19.78506197	997	9.43466E-74
car	bridge	N	0.95	0.5872472	65.5	376	0.531048565	19.78897961	997	8.92261E-74
car	gauge	N	1.13	0.19518538	85.5	43	0.533679497	19.92592703	997	1.26488E-74
car	hose	N	0.87	0.40848	58.5	154	0.533408203	19.91176825	997	1.54841E-74
car	carriage	N	5.13	0.7373119	396	588	0.533633142	19.92350717	997	1.30938E-74
card	bridge	N	1.97	0.42539176	136	173	0.531398752	19.80716156	997	6.88641E-74
cat	pet	N	5.95	0.54070145	477	302	0.531473652	19.8110523	997	6.51498E-74
cat	rabbit	N	2.37	0.64608103	158	459	0.530423479	19.75655975	997	1.41572E-73
cat	lion	N	6.75	0.71766865	538.5	556	0.532398184	19.85913077	997	3.2824E-74
cattle	beef	N	7.03	0.7986553	550.5	648	0.527658852	19.61370895	997	1.07812E-72
ceiling	cathedral	N	2.42	0.3596017	165	111	0.521749721	19.3112583	997	7.76427E-71
