word1	word2	POS	SimLex999	sim10W1000S	SimLexRank	w2vRank	Spear_coef	T statistic	freedom_deg	p_value
narrow	broad	A	1.18	0.5879104	132.5	647	0.556781714	21.28520181	997	9.51171E-83
simple	easy	A	9.4	0.54788196	966	559	0.558965255	21.21836986	997	1.25305E-82
old	fresh	A	0.87	0.08333777	88.5	44	0.557756775	21.19955114	997	8.77752E-82
apparent	obvious	A	8.47	0.6120107	906.5	690	0.557415847	21.06647305	997	1.29547E-80
inexpensive	cheap	A	8.72	0.68502647	921.5	807	0.55499688	20.88191905	997	4.89266E-81
nice	generous	A	5	0.2359302	540.5	126	0.551618785	20.9487496	997	6.71379E-81
weird	normal	A	0.72	0.015818235	77	26	0.552845212	20.9270409	997	1.62526E-82
weird	odd	A	9.2	0.23253733	952.5	119	0.552447223	21.18178883	997	3.41925E-82
bad	immoral	A	7.62	0.5229923	826	513	0.557093798	21.13096419	997	1.92138E-83
sad	funny	A	0.95	0.64829385	96	750	0.556170904	21.32744711	997	2.61428E-84
wonderful	great	A	8.05	0.33019143	867	222	0.559727318	21.46318497	997	4.38917E-85
guilty	ashamed	A	6.38	0.26223004	699.5	143	0.562166306	21.58435369	997	2.09198E-84
beautiful	wonderful	A	6.5	0.6253206	711	705	0.564331192	21.47833264	997	2.30212E-84
confident	sure	A	8.27	0.48212212	886.5	444	0.56243758	21.4718274	997	7.66543E-86
dumb	dense	A	7.27	0.10905783	785.5	51	0.562321102	21.70260956	997	1.95943E-86
large	big	A	9.55	0.4164703	955	334	0.566432869	21.79489095	997	2.51094E-86
nice	cruel	A	0.67	0.18198328	65	91	0.568065282	21.7781233	997	2.13447E-86
impatient	anxious	A	6.03	0.42439422	664	345	0.567769167	21.78910637	997	2.3108E-87
big	broad	A	6.73	0.2524341	727.5	129	0.567963152	21.93923241	997	1.67899E-87
strong	proud	A	3.17	0.20717613	327	102	0.570605227	21.96077134	997	4.82791E-89
unnecessary	necessary	A	0.63	0.65996635	62	756	0.570982846	22.19961286	997	4.92382E-89
restless	young	A	1.6	0.3274831	163	207	0.575145983	22.19829143	997	6.43011E-89
dumb	intelligent	A	0.75	0.15828253	76	75	0.575123072	22.18035871	997	6.01211E-89
bad	great	A	0.35	0.3151047	12	191	0.574812015	22.18487519	997	2.52944E-89
difficult	simple	A	0.87	0.46703368	83	410	0.574890381	22.24302282	997	6.72711E-90
necessary	important	A	7.37	0.37202087	788	265	0.575897885	22.33187747	997	8.58016E-90
bad	terrific	A	0.65	0.19730948	62	97	0.577432386	22.31556311	997	7.21804E-90
mad	glad	A	1.45	0.39512724	147	291	0.577151098	22.32715483	997	7.33952E-90
honest	guilty	A	1.18	0.32561365	123	200	0.577350981	22.32603573	997	4.74714E-90
easy	tough	A	0.52	0.39818543	50	294	0.577331688	22.35524541	997	6.27924E-90
easy	flexible	A	4.1	0.53110695	426	513	0.577834933	22.33649638	997	7.03871E-92
certain	sure	A	8.42	0.14891185	880.5	67	0.577511987	22.63691753	997	8.31632E-91
essential	necessary	A	8.97	0.65260535	915.5	735	0.582654084	22.47189117	997	5.9837E-91
different	normal	A	1.08	0.40505943	108	308	0.57983803	22.49391243	997	2.12035E-91
sly	clever	A	7.25	0.39679426	767	290	0.580215015	22.56327003	997	1.01393E-90
crucial	important	A	8.82	0.5876812	904	618	0.581399923	22.45862912	997	9.96038E-91
harsh	cruel	A	8.18	0.4892094	861	436	0.579610815	22.45982026	997	2.42243E-90
childish	foolish	A	5.5	0.56639975	589.5	573	0.579631228	22.40032063	997	1.88528E-89
scarce	rare	A	9.17	0.62048805	921.5	673	0.578610228	22.26275174	997	1.90849E-89
friendly	generous	A	5.9	0.44642666	634	368	0.576239127	22.26193066	997	1.89357E-89
fragile	frigid	A	2.38	0.36329117	228	252	0.576224931	22.26245718	997	2.09837E-89
long	narrow	A	3.57	0.45244423	359.5	378	0.576234034	22.25556464	997	1.25706E-89
big	heavy	A	6.18	0.4039192	663	302	0.57611485	22.28994737	997	1.24546E-89
rough	frigid	A	2.47	0.28505877	237	159	0.576709023	22.29056942	997	1.44976E-88
bizarre	strange	A	9.37	0.6492512	924	720	0.576719764	22.12570592	997	2.02182E-88
illegal	immoral	A	4.28	0.50575215	443.5	464	0.573862483	22.1033343	997	1.69558E-88
bad	guilty	A	4.2	0.36003447	434.5	248	0.573473132	22.1151717	997	2.66021E-89
modern	ancient	A	0.73	0.56045896	72	549	0.573679196	22.23963872	997	4.25046E-89
new	ancient	A	0.23	0.04046754	1.5	31	0.575839322	22.20816962	997	3.96974E-90
dull	funny	A	0.55	0.57927734	49.5	587	0.57529431	22.36723057	997	3.40528E-90
happy	young	A	2	0.41876096	190.5	317	0.578041231	22.37750716	997	2.99997E-90
easy	big	A	1.12	0.35780644	107.5	245	0.578218031	22.3859972	997	3.82582E-90
great	awful	A	1.17	0.03969076	113	30	0.578364035	22.36970497	997	9.71539E-91
tiny	huge	A	0.6	0.5038231	56	456	0.578083808	22.4614868	997	2.62417E-92
polite	proper	A	7.63	0.19201355	795	90	0.579659787	22.70274811	997	2.05809E-92
modest	ashamed	A	2.65	0.08055968	253.5	39	0.583771617	22.71895106	997	6.3944E-93
exotic	rare	A	8.05	0.42081365	829.5	319	0.584046168	22.79684834	997	7.59185E-93
dumb	clever	A	1.17	0.23615386	111.5	114	0.585363309	22.78541473	997	5.43871E-94
delightful	wonderful	A	8.65	0.3446917	870.5	225	0.585170271	22.96080915	997	3.41941E-93
noticeable	obvious	A	8.48	0.6152738	861.5	644	0.588120594	22.83852737	997	7.33122E-93
afraid	anxious	A	5.07	0.70289665	517	780	0.58606615	22.78774169	997	9.84001E-93
formal	proper	A	8.02	0.5126539	823.5	461	0.585209566	22.76813421	997	3.93625E-92
dreary	dull	A	8.25	0.58452344	842.5	586	0.584878329	22.67570252	997	3.39969E-93
delightful	cheerful	A	6.58	0.25304124	685	120	0.583312894	22.83891244	997	2.82299E-94
unhappy	mad	A	5.95	0.1596454	625.5	73	0.586072637	23.00437543	997	6.5698E-94
sad	terrible	A	5.4	0.56666064	558.5	554	0.588849809	22.94825167	997	6.7231E-94
sick	crazy	A	3.57	0.40472615	349	292	0.587910139	22.94671847	997	1.59543E-94
violent	angry	A	6.98	0.36376345	713	241	0.587884436	23.04226808	997	2.35154E-95
laden	heavy	A	5.9	0.26382124	616.5	129	0.589482892	23.16926951	997	2.68503E-95
dirty	cheap	A	1.6	0.22372249	147.5	100	0.591596838	23.16047922	997	1.15321E-94
elastic	flexible	A	7.78	0.59125274	800	594	0.591450914	23.06381357	997	5.8541E-95
hard	dense	A	5.9	0.39455873	615	272	0.589842374	23.10879689	997	1.1406E-96
recent	new	A	7.05	0.08064297	716.5	39	0.590591784	23.36957613	997	4.58136E-97
bold	proud	A	3.97	0.16743954	397	75	0.594906317	23.42985585	997	4.81027E-97
sly	strange	A	1.97	0.3103507	180.5	173.5	0.595896385	23.42663471	997	5.02866E-97
strange	sly	A	2.07	0.3103507	187	173	0.595843548	23.42370146	997	7.83015E-97
dumb	rare	A	0.48	0.007193588	38.5	24	0.595795426	23.39444018	997	6.5741E-97
sly	tough	A	0.58	0.35111764	51.5	223	0.595315027	23.40599478	997	6.84792E-97
terrific	mad	A	0.4	0.29654768	20	159	0.595504802	23.40329817	997	2.79109E-97
modest	flexible	A	0.98	0.48176005	88.5	395	0.595460521	23.46258682	997	3.80716E-97
fresh	wide	A	0.4	0.19487382	19.5	86	0.596432841	23.44208366	997	6.23199E-97
huge	dumb	A	0.48	-0.1247472	36	3	0.596096891	23.40952624	997	7.32214E-97
large	flexible	A	0.48	0.2697526	35.5	131	0.595562783	23.3988733	997	1.20576E-96
dirty	narrow	A	0.3	0.061288297	6	29	0.595387849	23.36590313	997	4.1135E-98
wife	husband	N	2.3	0.7989744	194.5	855	0.594845902	23.58893048	997	8.37718E-98
book	text	N	6.35	0.5421542	646.5	487	0.598496119	23.54202214	997	5.83104E-98
groom	bride	N	3.17	0.5774038	293.5	550	0.597731459	23.56592129	997	8.0234E-99
night	day	N	1.88	0.62679356	161.5	638	0.598121246	23.69663212	997	1.4576E-100
south	north	N	2.2	0.9599197	184	884	0.600245608	23.9601787	997	1.3278E-100
plane	airport	N	3.65	0.3673785	344	231	0.604490525	23.96629881	997	3.8513E-100
uncle	aunt	N	5.5	0.8371421	555	869	0.604588495	23.89636228	997	2.7718E-99
horse	mare	N	8.33	0.6300282	823	644	0.603467327	23.766595	997	6.5378E-101
bottom	top	N	0.7	0.65697104	61	683	0.601377479	24.01280131	997	1.0053E-101
friend	buddy	N	8.78	0.4265526	846	300	0.605332004	24.13557358	997	4.0708E-101
student	pupil	N	9.35	0.5940487	873.5	579	0.607287367	24.04388259	997	4.0442E-101
world	globe	N	6.67	0.47954425	666.5	385	0.605828068	24.04431311	997	4.4041E-102
leg	arm	N	2.88	0.74778354	254.5	791	0.605834934	24.18964157	997	1.2375E-102
plane	jet	N	8.1	0.44071218	799	325	0.608145011	24.27274049	997	1.953E-103
woman	man	N	3.33	0.77291125	303	823	0.609459013	24.39347858	997	1.3398E-104
horse	colt	N	7.07	0.29662806	697.5	156	0.611359273	24.56842871	997	1.867E-103
actress	actor	N	7.12	0.8198699	703.5	853	0.614094111	24.39641966	997	1.6161E-102
teacher	instructor	N	9.25	0.6378641	863.5	646	0.61140543	24.25527351	997	7.3956E-101
movie	film	N	8.87	0.87005544	846	865	0.609183232	24.00471147	997	1.6923E-101
bird	hawk	N	7.85	0.4272927	779	300	0.605202772	24.10143964	997	1.9232E-101
word	dictionary	N	3.68	0.4818512	344	385	0.606744828	24.09305664	997	2.7305E-101
money	salary	N	7.88	0.5261142	780	456	0.606611455	24.07007366	997	2.8188E-103
dog	cat	N	1.75	0.82670224	152.5	850	0.606245535	24.36949519	997	1.0395E-101
area	region	N	9.47	0.7577137	862	801	0.610982644	24.13337976	997	7.5127E-101
navy	army	N	6.43	0.69571614	641.5	724	0.607252523	24.00368065	997	3.8685E-101
book	literature	N	7.53	0.45637766	744.5	350	0.605186302	24.04722591	997	3.637E-101
clothes	closet	N	3.27	0.5124952	295	432	0.605881385	24.05127407	997	1.0088E-102
sunset	sunrise	N	2.47	0.8309349	212.5	848	0.605945933	24.28611369	997	5.5316E-103
child	adult	N	2.98	0.57315737	262	535	0.609670009	24.32541476	997	2.512E-103
cow	cattle	N	9.52	0.48804384	857	392	0.610289333	24.37702723	997	1.0193E-102
book	story	N	5.63	0.6588793	562	673	0.61110097	24.28543557	997	2.7902E-104
winter	summer	N	2.38	0.7874597	203.5	823	0.609659313	24.52056056	997	2.7835E-104
taxi	cab	N	9.2	0.5239362	850	446	0.613348017	24.52071693	997	3.224E-104
tree	maple	N	5.53	0.46810588	547.5	363	0.613350457	24.51112752	997	2.1354E-104
bed	bedroom	N	3.4	0.59521794	304.5	570	0.613200796	24.53801734	997	3.8684E-103
roof	ceiling	N	7.58	0.72893906	739	761	0.613620297	24.34880153	997	7.1385E-102
disease	infection	N	7.15	0.87265927	696.5	848	0.610657342	24.15800641	997	1.116E-101
arm	shoulder	N	4.85	0.74796486	460	775	0.607643462	24.12872839	997	3.9775E-100
sheep	lamb	N	8.42	0.7657269	803	797	0.607178635	23.89424472	997	1.9362E-100
lady	gentleman	N	3.42	0.64452726	308.5	649	0.603433323	23.94153441	997	1.2764E-101
boat	anchor	N	2.25	0.6845885	185.5	704	0.604191901	24.11992815	997	1.0562E-100
priest	monk	N	6.28	0.7444898	619.5	768	0.607038797	23.98132441	997	1.1976E-100
toe	finger	N	4.68	0.74876314	432.5	772	0.604828906	23.97307527	997	2.9733E-100
river	stream	N	7.3	0.5453892	707	477	0.604696939	23.91336065	997	3.9943E-99
anger	fury	N	8.73	0.6460962	813.5	651	0.603740161	23.74255031	997	5.4901E-99
date	calendar	N	4.42	0.64751375	413.5	654	0.600988888	23.72161355	997	2.32073E-97
sea	ocean	N	8.27	0.7955916	788	813	0.600650177	23.47477272	997	1.03344E-97
second	minute	N	4.62	0.29040343	425	145	0.596632363	23.52816918	997	1.27662E-97
hand	thumb	N	3.88	0.5527153	360	484	0.597505327	23.51422449	997	5.2609E-99
wood	log	N	7.3	0.2795807	703.5	139	0.597277553	23.72442142	997	9.61581E-98
mud	dirt	N	7.32	0.7338731	706.5	754	0.600695621	23.53292432	997	5.9164E-101
hallway	corridor	N	9.28	0	833	16.5	0.597582964	24.019355	997	5.0677E-100
way	manner	N	7.62	0.6214313	729.5	608	0.605436661	23.87832804	997	5.2724E-100
mouse	cat	N	1.12	0.3181568	97	167	0.603177634	23.8757257	997	1.6637E-101
cop	sheriff	N	9.05	0.35422465	823.5	216	0.603135811	24.10255839	997	8.6511E-102
death	burial	N	4.93	0.34725952	467	208	0.606762623	24.14541452	997	5.4541E-101
music	melody	N	6.98	0.60820866	667.5	585	0.607443625	24.02469213	997	5.4534E-100
beer	alcohol	N	7.5	0.6379533	718	626	0.605521867	23.87350704	997	3.5915E-99
mouth	lip	N	7.1	0.6071926	680.5	583	0.603100151	23.74954739	997	2.42467E-98
storm	hurricane	N	6.38	0.6318105	621	622	0.601102013	23.62377521	997	1.6511E-99
tax	income	N	2.38	0.70247966	201	714	0.599063071	23.8006741	997	7.5371E-99
flower	violet	N	6.95	0.5801127	663.5	534	0.601927509	23.70074928	997	4.7994E-99
paper	cardboard	N	5.38	0.40106055	517	262	0.600312316	23.73046426	997	1.9348E-100
floor	ceiling	N	1.73	0.6783963	148.5	679	0.600793401	23.94158151	997	1.0691E-100
beach	seashore	N	8.33	0.47839662	777.5	369	0.604192656	23.98052585	997	2.8334E-101
rod	curtain	N	3.03	0.66304034	265.5	656	0.604816133	24.06764753	997	1.5311E-101
hound	fox	N	2.38	0.51536256	199.5	425	0.606206885	24.10800299	997	1.5075E-101
street	alley	N	5.48	0.44482335	527	322	0.606849214	24.10901851	997	1.9414E-101
boat	deck	N	4.28	0.6636927	397	654	0.606865363	24.0924366	997	1.8366E-101
car	horn	N	2.57	0.25853714	214.5	116	0.606601588	24.09607515	997	1.7595E-101
friend	guest	N	4.25	0.4048413	392	267	0.606659485	24.09888831	997	8.827E-102
employer	employee	N	3.65	0.6814608	326.5	677	0.606704242	24.14409553	997	1.0472E-101
hand	wrist	N	3.97	0.44972622	361.5	326	0.607422686	24.13289614	997	1.041E-101
ball	cannon	N	2.58	0.3732957	216	228	0.607244841	24.13328444	997	1.2653E-101
alcohol	brandy	N	6.98	0.49152026	653	384	0.607251009	24.12050064	997	4.4823E-100
victory	triumph	N	8.98	0.7179519	799	712	0.607047896	23.88639399	997	4.4452E-100
telephone	booth	N	3.63	0.39144522	321	248	0.60330723	23.88693984	997	1.1933E-99
door	doorway	N	5.4	0.563299	509	490	0.603315999	23.82203167	997	2.3551E-99
motel	inn	N	8.17	0.5378339	753	450	0.602271779	23.77731253	997	1.03899E-98
clothes	cloth	N	5.47	0.7004471	515.5	694	0.60155055	23.67961021	997	2.0087E-97
steak	meat	N	7.47	0.7056489	693.5	699	0.599969678	23.48430574	997	2.05221E-97
nail	thumb	N	3.55	0.55076826	310.5	466	0.596788371	23.48289109	997	5.01552E-97
band	orchestra	N	7.08	0.53692997	659.5	448	0.596765224	23.42387426	997	4.70177E-97
book	bible	N	5	0.42315194	462	287	0.595798261	23.42814193	997	2.96005E-96
business	industry	N	7.02	0.6030775	648	558	0.595868272	23.30650545	997	6.96941E-96
winter	season	N	6.27	0.5281127	593.5	438	0.593867502	23.24982914	997	6.5924E-96
decade	century	N	3.48	0.3641889	305	220	0.592931466	23.25351111	997	1.94365E-96
alcohol	gin	N	8.65	0.4493418	769	321	0.592992349	23.33433091	997	4.03111E-97
hat	coat	N	2.67	0.6522671	228	627	0.594326172	23.43830823	997	9.41857E-98
window	door	N	3.33	0.74442613	288.5	722	0.596034995	23.53429176	997	4.79262E-98
arm	wrist	N	3.57	0.673823	311.5	652	0.597605287	23.57885487	997	2.83426E-97
house	apartment	N	5.8	0.66264033	545.5	637	0.598332012	23.46157329	997	2.26297E-96
glass	crystal	N	6.27	0.65832716	588	632	0.596416242	23.32426965	997	7.72303E-96
wine	brandy	N	5.15	0.6653385	478	639	0.594160391	23.24303079	997	1.25592E-97
creator	maker	N	9.62	0.32792833	793	177	0.592819027	23.51530301	997	1.08409E-97
dinner	breakfast	N	3.33	0.560325	288	477	0.597295175	23.52501165	997	1.00646E-97
arm	muscle	N	3.72	0.3708839	323	223	0.597453764	23.52991432	997	6.8938E-101
bubble	suds	N	8.57	0	758	16	0.597533822	24.00932198	997	1.4672E-101
bread	flour	N	3.33	0.74628276	287.5	716	0.605276429	24.11079492	997	7.1569E-102
death	tragedy	N	5.8	0.3988675	541	252	0.606893609	24.15783793	997	4.5805E-104
absence	presence	N	0.4	0.64040667	18	601	0.607640789	24.48820277	997	2.8693E-103
gun	cannon	N	5.68	0.7849142	528	751	0.612842743	24.36833261	997	5.4207E-103
grass	blade	N	4.57	0.58766794	401	526	0.610964377	24.32673991	997	2.898E-104
ball	basket	N	1.67	0.6404271	142.5	600	0.610310196	24.51808558	997	3.1858E-104
hose	garden	N	1.67	0.27299014	142	128	0.613309396	24.51190689	997	3.4371E-103
boy	kid	N	7.5	0.62415904	676.5	580	0.613212962	24.35652933	997	3.4805E-103
church	choir	N	2.95	0.40552422	245.5	259	0.610778859	24.35570952	997	2.86E-103
clothes	drawer	N	3.02	0.27323502	254	128	0.610765969	24.3685446	997	1.1697E-103
tower	bell	N	1.9	0.50519574	157.5	398	0.610967708	24.42697228	997	3.4071E-105
father	parent	N	7.07	0.26814416	635	123	0.611884554	24.65771675	997	5.8585E-105
school	grade	N	4.42	0.5549051	386	455	0.615481404	24.62238036	997	1.8261E-105
parent	adult	N	5.37	0.3311088	486.5	182	0.614933055	24.69836231	997	1.9628E-105
bar	jail	N	1.9	0.2705762	157	126	0.616111037	24.69365857	997	2.0005E-105
car	highway	N	3.4	0.3968871	285	243	0.616038233	24.69241604	997	3.3888E-105
dictionary	definition	N	6.25	0.49724537	569.5	385	0.616018998	24.65806728	997	5.2673E-106
door	cellar	N	1.97	0.5898582	162	520	0.615486839	24.77933268	997	1.3702E-105
army	legion	N	5.95	0.5384862	542	433	0.617361824	24.71707141	997	1.2927E-104
metal	aluminum	N	7.25	0.6244216	642.5	569	0.61640046	24.57076575	997	5.0743E-105
chair	bench	N	6.67	0.4189611	599	269	0.614130495	24.63175067	997	2.7992E-104
cloud	fog	N	6	0.6103633	546.5	549	0.61507855	24.52035064	997	4.9479E-104
boy	son	N	6.75	0.5080772	605.5	394	0.613344742	24.48316501	997	1.8146E-103
water	ice	N	6.47	0.5644038	581.5	468	0.61276401	24.39828189	997	1.2517E-103
bed	blanket	N	3.02	0.55657744	250.5	450	0.611434653	24.42254575	997	1.1805E-101
attorney	lawyer	N	9.35	0.81237936	764	746	0.61181518	24.12504744	997	1.2929E-100
area	zone	N	8.33	0.6178317	723	555	0.60712015	23.96805096	997	2.0955E-99
business	company	N	9.02	0.6410407	753	582	0.604616538	23.7849969	997	1.1275E-99
clothes	fabric	N	5.87	0.40974823	532.5	258	0.601674588	23.82576014	997	5.7866E-100
sweater	jacket	N	7.15	0.44426402	628	301	0.602331846	23.86960951	997	4.4486E-101
money	capital	N	6.67	0.31523046	594.5	159	0.603037498	24.03806133	997	7.2263E-101
hand	foot	N	4.17	0.5501575	361.5	440	0.605735213	24.00623129	997	1.7893E-102
alcohol	cocktail	N	6.73	0.232013	596	98	0.605227054	24.24861178	997	2.3273E-102
yard	inch	N	3.78	0.542028	323	431	0.609077994	24.23140571	997	4.0701E-101
molecule	atom	N	6.45	0.8594601	575	750	0.608806033	24.04389367	997	6.2164E-101
lens	camera	N	4.28	0.6514944	370.5	590	0.605828244	24.01610897	997	5.2883E-101
meal	dinner	N	7.15	0.47238636	621.5	336	0.605384828	24.02671783	997	6.1942E-101
eye	tear	N	3.55	0.46570367	295	330	0.605554202	24.01634388	997	2.8631E-102
god	devil	N	1.8	0.6781635	152	615	0.60538858	24.2178405	997	2.3788E-102
loop	belt	N	3.1	0.5364189	257	422	0.608591468	24.22997128	997	1.3809E-103
rat	mouse	N	7.78	0.35382757	673.5	204	0.60878335	24.41612761	997	3.431E-103
motor	engine	N	8.65	0.5572462	720.5	440	0.611714566	24.35664585	997	4.9193E-102
car	cab	N	7.42	0.6484824	638.5	583	0.610780691	24.18239623	997	4.2772E-101
cat	lion	N	6.75	0.6195627	593	545	0.608030206	24.04063841	997	2.4951E-100
size	magnitude	N	6.33	0.5935273	564.5	506	0.605776323	23.92487895	997	1.9294E-100
reality	fantasy	N	1.03	0.36743125	86	212	0.603924917	23.94176559	997	9.185E-100
door	gate	N	5.25	0.7413714	465	669	0.604195606	23.83923973	997	3.7171E-99
cat	pet	N	5.95	0.5681166	531.5	467	0.602548918	23.74728524	997	4.48799E-98
tin	aluminum	N	6.42	0.6821864	565	612	0.601065444	23.58318545	997	5.75891E-98
bone	jaw	N	4.17	0.6896763	356	617	0.598402556	23.56674221	997	1.82605E-98
cereal	wheat	N	3.75	0.8523551	315.5	733	0.598134628	23.64246041	997	1.68448E-98
house	key	N	1.9	-0.15137038	154.5	2	0.599366725	23.64777785	997	2.42136E-98
blood	flesh	N	4.28	0.67866486	363	607	0.599453091	23.62386525	997	2.47487E-98
door	corridor	N	3.73	0.39845544	311	240	0.599064535	23.62242437	997	4.13954E-97
god	spirit	N	7.3	0.6665313	620	592	0.599041109	23.43655489	997	1.41557E-98
capability	competence	N	7.62	0.3133882	641	155	0.596006246	23.65923695	997	9.2829E-101
abundance	plenty	N	8.97	0.29566666	723	143	0.59963914	23.98979528	997	4.333E-103
sofa	chair	N	6.67	0.035409704	577	23	0.604964368	24.34138574	997	9.4555E-103
wall	brick	N	4.68	0.6460539	385	569	0.610540692	24.29034754	997	4.2683E-104
horn	drum	N	2.68	0.78958565	219	704	0.609736782	24.49281099	997	8.0993E-105
organ	liver	N	6.15	0.35527566	541	200	0.612914747	24.60126065	997	3.0304E-107
strength	might	N	7.07	0.13265319	597.5	45	0.614604893	24.96507287	997	2.101E-106
phrase	word	N	5.48	0.7856404	479.5	699	0.620213437	24.83915551	997	7.0685E-107
band	parade	N	3.92	0.21380816	327	86	0.618282937	24.91001293	997	2.7494E-107
stomach	waist	N	5.9	0.40278587	517.5	239	0.619370668	24.97139688	997	2.8289E-107
cloud	storm	N	5.6	0.45398164	490.5	304	0.620310098	24.96954467	997	7.8707E-107
joy	pride	N	5	0.55977595	427.5	437	0.62028179	24.90302218	997	2.4018E-108
noise	rattle	N	6.17	0.24900825	537	103	0.619263512	25.12970833	997	1.6795E-107
rain	mist	N	5.97	0.6083573	520.5	518	0.62272065	25.00342246	997	1.0847E-106
beer	beverage	N	5.42	0.8215199	470	709	0.620799165	24.88216187	997	8.8538E-107
man	uncle	N	3.92	0.36974096	326.5	204	0.618943552	24.89536812	997	6.9038E-107
apple	juice	N	2.88	0.52426326	233	391	0.619146148	24.91154573	997	7.056E-108
intelligence	logic	N	6.5	0.3362454	552.5	181	0.619394159	25.05975146	997	1.67E-109
communication	language	N	7.47	0.32259306	614	155	0.621657618	25.30259102	997	2.7274E-112
mink	fur	N	6.83	0	571.5	14.5	0.625332971	25.71771691	997	3.4466E-111
mob	crowd	N	7.85	0.6195288	645.5	523	0.631520773	25.55379143	997	5.138E-109
shore	coast	N	8.83	0.8193251	698.5	702	0.629091571	25.22974549	997	3.4142E-108
wire	cord	N	7.62	0.58485806	622.5	473	0.624234799	25.10688247	997	7.2308E-108
bird	turkey	N	6.58	0.5184621	557.5	381	0.622374177	25.05816219	997	5.1535E-109
bed	crib	N	7.3	0.3772199	601.5	206	0.621633429	25.22955046	997	6.5084E-110
competence	ability	N	7.5	0.4150118	614	244	0.624231853	25.36363821	997	3.7012E-109
cloud	haze	N	7.32	0.57854104	603	460	0.626250427	25.25101191	997	6.4011E-108
supper	meal	N	7.53	0.64228773	615	544	0.624555781	25.06607718	997	6.5959E-108
bar	cage	N	2.8	0.44285712	228	277	0.621753883	25.0641305	997	4.2891E-110
water	salt	N	1.3	0.7279349	112.5	630	0.621724261	25.39064479	997	1.3943E-110
sense	intuition	N	7.68	0.458014	623.5	298	0.626655471	25.46338269	997	1.108E-109
situation	condition	N	6.58	0.5986219	555	486	0.627743871	25.32917259	997	3.026E-109
crime	theft	N	7.53	0.5463965	611.5	409	0.625732775	25.26406751	997	9.7796E-108
style	fashion	N	8.5	0.67068046	672	568	0.624752677	25.03855301	997	4.7489E-106
boundary	border	N	9.08	0.69805837	695	588	0.621334817	24.78607759	997	9.0455E-106
arm	body	N	4.05	0.55518293	336	415	0.617465805	24.74412158	997	1.3773E-106
boat	car	N	2.37	0.6312907	186.5	531	0.616818476	24.86662633	997	1.6314E-108
sandwich	lunch	N	6.3	0.22710027	537.5	90	0.618705064	25.15480606	997	4.1596E-109
bride	princess	N	2.8	0.65373874	225.5	548	0.623101185	25.24344194	997	2.0849E-107
heroine	hero	N	8.78	0.6986829	678.5	585	0.624441561	24.9893753	997	2.6265E-107
car	gauge	N	1.13	0.17086154	96.5	67	0.620584738	24.97436763	997	3.3056E-106
insect	bee	N	6.07	0.6427991	518.5	537	0.620355495	24.80966071	997	1.3547E-108
